trigger_source,dormant,failure,success
automation,3.7749731799863357,11.883709191315884,11.729240225434264
scheduled,2.477584263290408,20.302758749601544,48.80017876627869
dm,33.59705360537884,29.13154875183526,21.914112141720448
\N,16.15193647946402,8.698499846103184,5.813804972201232
introduction,40.52294844231995,23.032736297535525,5.310846792605474
task_comment_mention,1.686261885682734,3.065069087005229,3.0733661154762193
assignment,1.064297708908165,1.5347765280649805,1.8173871010522993
mention,0.5248665604984136,1.007596342925913,0.9171660419063113
manual,0.2000778744711372,1.343305205612482,0.6238978433250592
