,template_is_custom,template_is_templated,template=custom,template=unknown
functional_archetype=analyzer,0.0016362034463139818,,0.0016362034463139818,-0.0016362034463139866
functional_archetype=communicator,-1.4872612267723604e-05,,-1.4872612267723604e-05,1.4872612267708924e-05
functional_archetype=creator,-0.026862213041075323,,-0.026862213041075323,0.026862213041075316
functional_archetype=enforcer,-0.0062924705714618705,,-0.0062924705714618705,0.006292470571461749
functional_archetype=monitor,0.024366371753543243,,0.024366371753543243,-0.024366371753543406
functional_archetype=organizer,0.013538837250468696,,0.013538837250468696,-0.013538837250468864
functional_archetype=unknown,-0.01873087969375881,,-0.01873087969375881,0.018730879693758844
