,autonomy_level=autonomous,autonomy_level=consultative,autonomy_level=human_in_the_loop,autonomy_level=unknown
template_is_custom,-0.005238755519681082,-0.0015972180983104959,0.014130546553182908,-0.03331757111663964
template_is_templated,,,,
template=custom,-0.005238755519681082,-0.0015972180983104959,0.014130546553182908,-0.03331757111663964
template=unknown,0.005238755519681101,0.0015972180983104274,-0.014130546553182882,0.033317571116639765
