,template_is_custom,template_is_templated,template=custom,template=unknown
output_modality=email_external_message,0.0021775334706148784,,0.0021775334706148784,-0.0021775334706148905
output_modality=messages,0.021609977083552192,,0.021609977083552192,-0.021609977083552282
output_modality=structured_document,-0.0018058957885190318,,-0.0018058957885190318,0.0018058957885190845
output_modality=task_artifact,0.014002245653716374,,0.014002245653716374,-0.014002245653716439
output_modality=unknown,-0.02203881722432846,,-0.02203881722432846,0.02203881722432854
output_modality=visual_image,-0.038921835718799334,,-0.038921835718799334,0.03892183571879912
