,template_is_custom,template_is_templated,template=custom,template=unknown
implied_end_date=false,0.012533220194827877,,0.012533220194827877,-0.012533220194827966
implied_end_date=true,-0.009179092320295625,,-0.009179092320295625,0.009179092320295724
implied_end_date=unknown,-0.01726452964209849,,-0.01726452964209849,0.017264529642098483
