feature,mean_shap,mean_abs_shap
template_is_custom,0.0007217870210297406,0.010778686180710793
template_is_templated,0.0,0.0
template=custom,0.000722311659716067,0.010786520785093219
template=unknown,0.0005617961771786293,0.008389489579200713
