,add_agent_schedule,add_task_to_list,check_calendar_availability,complete_execution,create_custom_field,create_document
output_modality=email_external_message,0.008142996454668452,-0.0041462012251088625,0.00536615448695444,-0.0016719949178769147,-0.004815666338534081,-0.0160564140965153
output_modality=messages,0.029685738481527515,-0.0037209735817025124,0.01720148439913798,0.00830190369282963,-0.00028871190282843786,-0.1590829524161029
output_modality=structured_document,-0.01657911902326993,-0.011189940317230907,-0.013241972436548418,-0.0013331127950980974,-0.013762629029327947,0.35977553417224567
output_modality=task_artifact,-0.00017946342193539736,0.030214611461099748,-0.002966704702814209,-0.00404059255836132,0.02597169303165728,-0.06565997897896382
output_modality=unknown,-0.0022528731181035077,-0.0032032087558166336,0.010845544084344377,-0.001043484997728272,0.004244205151597853,-0.014125631532953509
output_modality=visual_image,-0.028070984126386537,-0.014185232501311134,-0.013593901737902009,-0.005288276008961406,-0.014043078383713931,-0.06286701164098035
