,search_clickup_support_resources,search_google_calendar,search_public_web,search_users_and_teams,search_workspace,todo_write
operational_scope=branching_workflow,-0.005760901370684569,-0.009271514239980901,-0.02515831406095176,0.0012143537410692169,-0.022202451304707365,0.0067472415318230216
operational_scope=multi_workflow_orchestration,0.02598219532481776,0.06873011303524892,0.01809205854322245,0.0033074549687945065,0.09015930134366448,0.15912613601775974
operational_scope=sequential_workflow,-0.009990302976712722,-0.032479718370215745,0.01653153658629279,-0.0024809861627276136,-0.031100186515953948,-0.10193176601390928
operational_scope=single_action,-0.0018575002039536836,-0.005932459528645888,-0.008846792807021988,-0.004185842196186572,-0.015116147843186862,-0.036468096415580686
operational_scope=unknown,-0.000923082339752346,-0.004737337399490215,0.003122613228351329,-0.0034196750371436285,-0.0023199514120013226,-0.013759614449411981
