,add_agent_schedule,add_task_to_list,check_calendar_availability,complete_execution,create_custom_field,create_document
external_integration_scope=calendar_integration,0.04426953412399314,-0.001927627665260015,0.1705849962840715,-0.0014701060401925833,-0.004540615777005926,-0.020117238449630682
external_integration_scope=clickup_only,-0.034256157151692536,0.009622356944812635,-0.07188555562335859,0.002255808441651323,0.0100495659658959,-0.022139637083070204
external_integration_scope=email_integration,0.016509335617448124,-0.000911957759288348,-0.00457678037525903,-0.002160416592156564,-0.0024122365417210473,-0.013057757424998208
external_integration_scope=multiple_external_systems,0.03201426427733666,-0.0014406758759933774,0.04342904864199665,-0.00226218128803572,-0.003534209669094029,-0.008895166949592652
external_integration_scope=unknown,0.0061354446682578825,-0.0011581155289566798,-0.0021701523921082762,0.0028089482640120183,-0.00032080563416457146,-0.0008068712058501039
external_integration_scope=web_research_integration,-0.005707237582211868,-0.009936601673724267,-0.010976910079772348,-0.0007022843283614262,-0.007510742924462184,0.05089314776678691
