,update_chat_message,update_comment,update_document,update_google_calendar_event,update_task,view_tools_catalog
data_flow_direction=bidirectional,-0.001586583825202786,0.0010265668667864237,0.017326566155970814,0.08192310507667047,0.00010337535624434715,0.20531422928761922
data_flow_direction=inbound,0.01064319941666966,-0.0019774176871202647,-0.007507898129808266,0.0017661032611031692,-0.001722753005735586,0.021244136961094142
data_flow_direction=outbound,-0.0032269622604553655,-0.019710030635441605,-0.06513611667580346,-0.01893501022764515,-0.14222588095397973,-0.06881223124884793
data_flow_direction=processing,0.0028024757739051128,0.019223533451540247,0.05596198350464143,-0.023488578633475296,0.1412087543661621,-0.04009123842890122
data_flow_direction=unknown,-0.000438393709403773,-0.0005521428577742623,0.004516628907661781,-0.0011935070761864496,-0.0064099402027776855,0.0015580871177895575
