,update_chat_message,update_comment,update_document,update_google_calendar_event,update_task,view_tools_catalog
template_is_custom,0.0020398457695090574,0.007359382175089374,0.025552493401955888,0.005553387988958977,0.04206429254314384,0.05518056898502359
template_is_templated,,,,,,
template=custom,0.0020398457695090574,0.007359382175089374,0.025552493401955888,0.005553387988958977,0.04206429254314384,0.05518056898502359
template=unknown,-0.0020398457695091233,-0.0073593821750894215,-0.02555249340195577,-0.005553387988958982,-0.04206429254314386,-0.055180568985023576
