,execution_dataset=collection_scoped,execution_dataset=collection_unbounded,execution_dataset=single_asset_from_user,execution_dataset=single_event_data,execution_dataset=single_user_prompt,execution_dataset=unknown
template_is_custom,0.03896373593394289,0.013211555098601545,-0.010713650278883253,-0.012857016175614631,-0.025674538880075478,-0.02357029462577573
template_is_templated,,,,,,
template=custom,0.03896373593394289,0.013211555098601545,-0.010713650278883253,-0.012857016175614631,-0.025674538880075478,-0.02357029462577573
template=unknown,-0.03896373593394274,-0.013211555098601432,0.01071365027888339,0.01285701617561467,0.02567453888007557,0.023570294625775715
