,external_integration_scope=calendar_integration,external_integration_scope=clickup_only,external_integration_scope=email_integration,external_integration_scope=multiple_external_systems,external_integration_scope=unknown,external_integration_scope=web_research_integration
tone_and_persona=casual_friendly,0.009926789815039883,0.04155886746633276,-0.040454168358713814,-0.011949404777696898,-0.027187368097135404,-0.022117293031752566
tone_and_persona=empathetic_supportive,0.012009344646209653,-0.024830396980372597,-0.029543817195674192,-0.0011749057791847703,-0.017886413105782088,0.048583570250008604
tone_and_persona=professional_formal,-0.004820165932677069,-0.014369002167152001,0.06906276602444736,0.017647481621501888,0.01303486202883525,-0.029701824305734335
tone_and_persona=technical_precise,-0.02446860669273153,-0.012474900335111519,-0.022056757169248358,-0.00910062808790518,0.004050303073498116,0.04376728301297906
tone_and_persona=unknown,0.0016349112717699466,-0.012024634166347197,-0.008129262814813487,-0.004974264467107144,0.08932564003743561,-0.006598572335282029
