,tone_and_persona=casual_friendly,tone_and_persona=empathetic_supportive,tone_and_persona=professional_formal,tone_and_persona=technical_precise,tone_and_persona=unknown
state_persistence=state_accumulating,-0.05454458308068783,0.028930284792272932,0.010721964466460789,0.039577275715421696,0.010618796296206464
state_persistence=state_referencing,0.050672994806580864,0.0325722683781702,-0.05871793618248977,-0.01592090940855587,-0.0032539240257099325
state_persistence=stateless,0.003608596976845586,-0.00043038505102193535,-0.00472289089874674,-0.002801767290386546,0.012613589687425202
state_persistence=unknown,0.012472804168306676,-0.044494466967557406,0.029023395509553702,-0.022230432361164128,-0.008563328724408289
