,state_persistence=state_accumulating,state_persistence=state_referencing,state_persistence=stateless,state_persistence=unknown
output_modality=email_external_message,-0.01688644889810786,0.01392080926304269,-0.005730643243569852,0.005982062374528463
output_modality=messages,-0.15341074979536623,0.012661752693026055,0.005279222434436101,0.11806122022083199
output_modality=structured_document,0.31463570640763877,-0.041110754200163954,-0.008136618616153179,-0.2329365413628967
output_modality=task_artifact,-0.017400866661719132,-0.010685574286029759,-0.009827347290906018,0.02259494746008573
output_modality=unknown,-0.020976730828653957,-0.010772670204698076,-0.004063763123411413,0.024764342876641143
output_modality=visual_image,-0.07516087337424193,0.03579600409687229,0.015428104558989401,0.037217104676042584
