,output_modality=email_external_message,output_modality=messages,output_modality=structured_document,output_modality=task_artifact,output_modality=unknown,output_modality=visual_image
implied_end_date=false,0.014294968828658721,0.06147548611753562,-0.035253105030621984,-0.05361178273987358,-0.040014581262796646,0.01612289441887238
implied_end_date=true,-0.014362044416705785,-0.05701255594589759,0.03597116380610345,0.056354597420058834,0.021078244954501293,-0.02000449886563108
implied_end_date=unknown,-0.0010517755354320197,-0.027274527743253948,-5.244721346516911e-05,-0.0079844556818102,0.0945172281210131,0.01703800703061932
