,output_modality=email_external_message,output_modality=messages,output_modality=structured_document,output_modality=task_artifact,output_modality=unknown,output_modality=visual_image
operational_scope=branching_workflow,0.009250825647567563,0.0751687803882271,-0.10824658271317956,0.010505253156549812,-0.057276232257296736,0.008775306287062426
operational_scope=multi_workflow_orchestration,0.022221213012783562,0.02624511314000364,-0.036296324396238054,0.061573585990861185,0.0437868099106641,-0.0927815556676179
operational_scope=sequential_workflow,-0.02335414756575129,-0.08939649355611648,0.1393981785213369,-0.04547472190738193,0.0020091325592611793,0.04274639441396146
operational_scope=single_action,-0.003908179995391275,-0.02905928802105311,0.0046514745740998216,-0.022530330821201195,0.02712367946179659,0.05537905608331316
operational_scope=unknown,-0.0017483732657283973,-0.0415800645926144,-0.006800717617640906,-0.018505479740892276,0.2996353745813967,-0.01332636849385474
