,operational_scope=branching_workflow,operational_scope=multi_workflow_orchestration,operational_scope=sequential_workflow,operational_scope=single_action,operational_scope=unknown
execution_dataset=collection_scoped,-0.013901727695337396,0.22846139055489456,-0.1224858594493579,-0.037992975679069285,-0.026372788547908133
execution_dataset=collection_unbounded,0.03659061553078138,0.03834138434247428,-0.05929527487166016,-0.02200728962665428,-0.013140042477843096
execution_dataset=single_asset_from_user,-0.15498245610603809,-0.10092220500163172,0.2235654161981497,0.05687188617399882,-0.011656028182391618
execution_dataset=single_event_data,0.13303135594326934,-0.0793110257069917,-0.08612137126407315,-0.028269814691225394,-0.024137964765841468
execution_dataset=single_user_prompt,-0.022539681724945224,-0.12328484446645696,0.09921831512480134,0.03735834809918246,-0.021489571046740978
execution_dataset=unknown,-0.06887379947012678,0.05400236325854936,-0.018170942211068856,0.03395053211933357,0.5715681114762542
