,team_orientation=individual,team_orientation=larger_team,team_orientation=small_team,team_orientation=unknown
template_is_custom,0.0010778431864761472,0.006246726147871073,0.006741671247412741,-0.028254837148197536
template_is_templated,,,,
template=custom,0.0010778431864761472,0.006246726147871073,0.006741671247412741,-0.028254837148197536
template=unknown,-0.0010778431864761125,-0.006246726147871145,-0.0067416712474127095,0.028254837148197577
