,implied_end_date=false,implied_end_date=true,implied_end_date=unknown
output_modality=email_external_message,0.014294968828658721,-0.014362044416705785,-0.0010517755354320197
output_modality=messages,0.06147548611753562,-0.05701255594589759,-0.027274527743253948
output_modality=structured_document,-0.035253105030621984,0.03597116380610345,-5.244721346516911e-05
output_modality=task_artifact,-0.05361178273987358,0.056354597420058834,-0.0079844556818102
output_modality=unknown,-0.040014581262796646,0.021078244954501293,0.0945172281210131
output_modality=visual_image,0.01612289441887238,-0.02000449886563108,0.01703800703061932
