,write_memory
functional_archetype=analyzer,0.015173904652772763
functional_archetype=communicator,0.018226982107384125
functional_archetype=creator,-0.06326511947551045
functional_archetype=enforcer,0.005064047034096424
functional_archetype=monitor,0.022707208692421665
functional_archetype=organizer,0.030593216667275668
functional_archetype=unknown,-0.0017275897272390815
