,state_persistence=state_accumulating,state_persistence=state_referencing,state_persistence=stateless,state_persistence=unknown
template_is_custom,0.018756452214937158,0.003846121907742825,-0.004350150344198333,-0.017310192963344684
template_is_templated,,,,
template=custom,0.018756452214937158,0.003846121907742825,-0.004350150344198333,-0.017310192963344684
template=unknown,-0.018756452214937117,-0.003846121907742834,0.00435015034419834,0.017310192963344694
