,list_available_calendars,load_assets,load_custom_fields,load_web_pages,manage_personal_priorities,move_task_to_list
output_modality=email_external_message,-0.000752449946041193,-0.006191207079766067,0.0006451029157124244,0.013586504633024077,-0.004916592359867376,0.0011195886233337504
output_modality=messages,0.004429055661916668,-0.032287878019621276,0.0072757268841735535,-0.00829717110396847,0.055999369973469125,-0.0017674785121968408
output_modality=structured_document,-0.0025888570221659878,0.08664812307830173,-0.06351900319143301,0.035549633801852915,-0.028423284503573502,-0.019473426091073064
output_modality=task_artifact,-0.0022047382299904316,0.10790864762544815,0.13765918166661145,0.015847221774071475,-0.019103655212217123,0.03928917525098514
output_modality=unknown,0.0039603379892201845,-0.016139621553250473,-0.014213116287669381,-0.006705415808022948,-0.006460740218560665,-0.0035102041057375865
output_modality=visual_image,-0.002379889409380832,-0.15860105432832847,-0.0941547703927332,-0.04600275730698637,-0.026732106269674264,-0.020306149302698747
