,output_modality=email_external_message,output_modality=messages,output_modality=structured_document,output_modality=task_artifact,output_modality=unknown,output_modality=visual_image
output_modality=email_external_message,1.0,-0.1251263893525302,-0.05267650563001256,-0.05781324946042598,-0.014687347058717206,-0.04842455832774088
output_modality=messages,-0.1251263893525302,1.0,-0.4305061531838345,-0.47248691481320615,-0.12003441016257634,-0.3957565156604457
output_modality=structured_document,-0.05267650563001256,-0.4305061531838345,1.0,-0.19891055561543733,-0.05053285174648404,-0.16660810268062243
output_modality=task_artifact,-0.05781324946042598,-0.47248691481320615,-0.19891055561543733,1.0,-0.0554605573969907,-0.18285487405062306
output_modality=unknown,-0.014687347058717206,-0.12003441016257634,-0.05053285174648404,-0.0554605573969907,1.0,-0.0464539361067726
output_modality=visual_image,-0.04842455832774088,-0.3957565156604457,-0.16660810268062243,-0.18285487405062306,-0.0464539361067726,1.0
