,trigger=\N,trigger=assignment,trigger=automation,trigger=dm,trigger=introduction,trigger=manual,trigger=mention,trigger=scheduled,trigger=task_comment_mention,trigger=unknown
operational_scope=branching_workflow,-0.014609563573959228,-0.0009060858634973029,0.04432159921313184,-0.03714868469993339,0.004434737243327445,0.0003050946169547445,-0.0061746792747879265,0.03545157757865966,-0.009889086837503286,-0.01800165204087516
operational_scope=multi_workflow_orchestration,-0.03601451798243187,0.006087974752699484,0.02044824925489326,-0.05077883937673225,-0.09451369279664004,0.004408635458343673,0.0026118277061160248,0.18846250140467083,-0.013074947642378078,-0.03129619202108659
operational_scope=sequential_workflow,0.03818530940014103,-0.0031658561606195596,-0.05837516630078089,0.07293878922543025,0.05437430600546028,-0.002719637536703842,0.00442842067589691,-0.15532363382187156,0.019234096610935565,0.031580889791386756
operational_scope=single_action,0.006030639768921132,-0.0018387909525306569,-0.010927224740394781,-0.005695334919273403,0.008669941433144247,-0.0020257737567105742,0.0035011900956648597,-0.015932136816811847,-0.0022378742985408127,0.035296482078684195
operational_scope=unknown,-0.004762749414389623,0.0057730112470391285,-0.007332690780974265,0.001612581167895464,-0.002658260239172153,-0.0012744098399474952,0.00035068131099995207,-0.004513673292722353,0.0004996271763337862,0.02722165288908874
