,create_document_page,create_google_calendar_event,create_list,create_subtask,create_task,delete_memory
domain_knowledge_depth=deep,0.007983173796108238,-0.00731335634445121,0.01029681767330072,0.028980225091095276,-0.004448450930705334,0.001214575812394393
domain_knowledge_depth=light,-0.012557571548416423,0.03764026034075934,0.018617722581411093,0.02499623610409077,0.0259282879373746,0.002766595727539699
domain_knowledge_depth=moderate,0.02020330810032443,-0.026831955525180237,-0.017766358777079293,-0.02922471564386239,-0.013334291922614728,-0.0043601546569299035
domain_knowledge_depth=none,-0.021744669980740747,-0.008564802117586756,-0.00921166843019974,-0.01706357238197898,-0.015296527887513697,0.001908395520337232
domain_knowledge_depth=unknown,-0.0005003743575507927,-0.0006618325727612614,-0.0008874205832515841,0.0004892140973552985,-0.002332469517673113,-0.00014829838060815363
