,output_modality=email_external_message,output_modality=messages,output_modality=structured_document,output_modality=task_artifact,output_modality=unknown,output_modality=visual_image
domain_knowledge_depth=deep,-0.008833882777336089,-0.02259617692513648,0.08270657961512962,0.029942338959679064,0.024004251849937524,-0.09348450382918741
domain_knowledge_depth=light,0.032350745627122736,0.13018817254761383,-0.10731311118793341,0.06216486818419128,-0.03160640823852771,-0.14879631816652347
domain_knowledge_depth=moderate,-0.027554274232340005,-0.19075819538762076,0.10896734648474626,-0.05857726374092157,0.01731488017224013,0.23542358184059495
domain_knowledge_depth=none,0.0028299340315946315,0.1384301637425306,-0.08853721711920819,-0.027828676227756782,-0.005047163965978432,-0.07774038423060754
domain_knowledge_depth=unknown,-0.0015985086135545308,-0.01306403653435371,-0.005499781441896584,-0.006036092042844808,0.10883576231732009,-0.005055849548820595
