,add_agent_schedule,add_task_to_list,check_calendar_availability,complete_execution,create_custom_field,create_document
domain_knowledge_depth=deep,-0.000962436894161493,-0.0033571622372329294,-0.006660859290197331,-0.0037190826080135374,0.011803896282254844,0.02596865211108693
domain_knowledge_depth=light,0.025375906156359693,0.022031615641505006,0.02801223876652277,0.004172867520961623,0.004438809446293903,-0.028417791564381102
domain_knowledge_depth=moderate,-0.036283796654179204,-0.024696309476932025,-0.01975662137286207,-0.004684234096736917,-0.004283999345859189,0.03170948429872475
domain_knowledge_depth=none,0.022184569805311662,0.009749978555076113,-0.0056230133866445944,0.004699171582962081,-0.010698020618956937,-0.03211237656161456
domain_knowledge_depth=unknown,-0.0009585043457926202,-0.0004735388366760704,-0.0004489515168486811,-0.0001745675137389078,-0.0005967265001947295,-0.0021201933036812445
