,domain_knowledge_depth=deep,domain_knowledge_depth=light,domain_knowledge_depth=moderate,domain_knowledge_depth=none,domain_knowledge_depth=unknown
output_modality=email_external_message,-0.008833882777336089,0.032350745627122736,-0.027554274232340005,0.0028299340315946315,-0.0015985086135545308
output_modality=messages,-0.02259617692513648,0.13018817254761383,-0.19075819538762076,0.1384301637425306,-0.01306403653435371
output_modality=structured_document,0.08270657961512962,-0.10731311118793341,0.10896734648474626,-0.08853721711920819,-0.005499781441896584
output_modality=task_artifact,0.029942338959679064,0.06216486818419128,-0.05857726374092157,-0.027828676227756782,-0.006036092042844808
output_modality=unknown,0.024004251849937524,-0.03160640823852771,0.01731488017224013,-0.005047163965978432,0.10883576231732009
output_modality=visual_image,-0.09348450382918741,-0.14879631816652347,0.23542358184059495,-0.07774038423060754,-0.005055849548820595
