,implied_end_date=false,implied_end_date=true,implied_end_date=unknown
data_flow_direction=bidirectional,0.009921209351021299,-0.008256829780284742,-0.0089225328164384
data_flow_direction=inbound,0.00020439275627287672,-0.0005547573232711368,0.00165804154216663
data_flow_direction=outbound,0.01218798156591999,-0.014361789803462068,0.009238388420667144
data_flow_direction=processing,-0.010559939095707325,0.01591407344941037,-0.02462330645844775
data_flow_direction=unknown,-0.0804836484964318,0.03148722831116997,0.2423426383525172
