,add_agent_schedule,add_task_to_list,check_calendar_availability,complete_execution,create_custom_field,create_document
operational_scope=branching_workflow,0.004797038237889793,0.006577150985026438,0.0010366360022279653,0.0025452547931423823,-0.00598936741231599,-0.050025181999072355
operational_scope=multi_workflow_orchestration,0.02670898195315267,0.0006191620596192478,0.014933351914972047,-0.004054162324408512,0.01368810583066572,-0.01146919738459237
operational_scope=sequential_workflow,-0.022046547805913103,-0.007012095920094334,-0.01014610566216471,2.9591435168954784e-05,-0.0017387112243071833,0.06279663996372739
operational_scope=single_action,-0.00024955240321304964,-0.002444112211536475,-0.0023172077974003146,-0.000901008658680917,-0.0028499725124632746,-0.009576269166743675
operational_scope=unknown,-0.0008146713990199524,-0.0010065861943472562,-0.0014577503575745956,-0.0005668225766560315,-0.0012946066621031575,-0.0035030449127531737
