,execution_dataset=collection_scoped,execution_dataset=collection_unbounded,execution_dataset=single_asset_from_user,execution_dataset=single_event_data,execution_dataset=single_user_prompt,execution_dataset=unknown
data_flow_direction=bidirectional,0.09955646178806338,0.06080979252949108,-0.0665705808921445,-0.062253007894138825,-0.039201202403579875,0.015793115070454965
data_flow_direction=inbound,0.011285219430280977,-0.0070654892506081856,0.04448413168947217,-0.0122401048851362,-0.02660294815407257,0.002581619335975479
data_flow_direction=outbound,-0.3220279988509381,-0.1474537428164697,0.16572713176927095,-0.12040301986802952,0.44144340895980017,-0.008047179984819448
data_flow_direction=processing,0.267856720413378,0.11633337700154524,-0.13379768001397763,0.15427992842229288,-0.4111644877015711,-0.04654873134649316
data_flow_direction=unknown,-0.02582017910177875,-0.012845338600691881,-0.011308538065757335,-0.023154284042080878,-0.021921710228528492,0.5616220262331909
