,list_available_calendars,load_assets,load_custom_fields,load_web_pages,manage_personal_priorities,move_task_to_list
operational_scope=branching_workflow,-0.005736561599238005,-0.018310497578663935,0.011908927335196662,-0.020245055295995067,0.006574429337136314,-0.0009660092101984822
operational_scope=multi_workflow_orchestration,0.005035508484328112,0.03728579513881821,0.02277573427624134,0.0070770449208448875,0.01916031669311085,0.009124274196922006
operational_scope=sequential_workflow,0.0030432645129702084,-0.0004064063592305487,-0.025003447802873086,0.01880378636892985,-0.018380694403284423,-0.004375563073523773
operational_scope=single_action,-0.0004054820438497309,-0.02168848349055256,-0.010533160919435257,-0.008214161553209691,-0.004355196749762254,-0.0014798201869228368
operational_scope=unknown,-0.00025508786699024634,-0.005080293119806032,-0.008125930666419558,-0.0037333072520964873,-0.002643654826379406,-0.001921057913471796
