,create_document_page,create_google_calendar_event,create_list,create_subtask,create_task,delete_memory
external_integration_scope=calendar_integration,-0.011574028530480871,0.2701290565590349,-0.0003429624361085688,-0.007778135865097722,0.013997868835069826,0.0003618251070681804
external_integration_scope=clickup_only,-0.020665096948054948,-0.10434435257144227,0.012451186594896482,0.02189454529617148,-0.025330903157279032,1.3514447003903406e-05
external_integration_scope=email_integration,-0.01376358169044805,-0.00750970739072194,-0.004055145311595942,-0.007199462184550567,0.0040234647276400255,-0.0018353144591093746
external_integration_scope=multiple_external_systems,-0.005551358380837133,0.04483089429810066,-0.006869682631837708,-4.4016207863934805e-05,0.009321966250441554,-0.0019438641519273613
external_integration_scope=unknown,-0.006140257894365722,-0.003663723248608952,-0.001656354457854971,-0.0047683932172670265,-0.0042260156119086805,-0.0010870567868288537
external_integration_scope=web_research_integration,0.04499749503145943,-0.016102265316592538,-0.009521519262828928,-0.01935904984226692,0.02015540492231335,0.0022200824125318047
