,create_document_page,create_google_calendar_event,create_list,create_subtask,create_task,delete_memory
output_modality=email_external_message,-0.014675718893939985,-0.003035615648912874,-0.00648564706074791,-0.011472419127365713,-0.010802048372456031,-0.0014203910761830347
output_modality=messages,-0.12695840627340235,0.01819257194958176,-0.0167058814812169,-0.05825227998810462,-0.09975143684331449,0.006378215601357893
output_modality=structured_document,0.29033873677941235,-0.018514232306120617,-0.01900516717841043,-0.04243428533370103,-0.05827423357786578,-0.0029741218895652415
output_modality=task_artifact,-0.05435226680764412,-0.002298632737602543,0.06324324678553993,0.1667666363541164,0.2503882175182956,-0.0006773922739547913
output_modality=unknown,-0.01247023116177324,0.048096297281961506,-0.00077454735962528,-0.0016272541317408297,-0.008922560043379607,-0.0013625887066034195
output_modality=visual_image,-0.050299293490562814,-0.020040710360142846,-0.02407785109629732,-0.052892305142611805,-0.0671552201085622,-0.0044924897625044915
