,update_chat_message,update_comment,update_document,update_google_calendar_event,update_task,view_tools_catalog
operational_scope=branching_workflow,-0.0010978353324433802,-0.003097357275707068,-0.01792998534757407,0.004763182424550927,-0.003946441411722963,-0.03311885891737201
operational_scope=multi_workflow_orchestration,0.0016875159020694295,0.001260383868609346,0.023574066387449535,0.008515310309070805,0.028871307251801318,0.03354175847223799
operational_scope=sequential_workflow,0.00025134984156860077,0.0028423034973068307,0.0037818903391665637,-0.010271482381962843,-0.012248817740226538,0.015574384464151606
operational_scope=single_action,-0.0007112557737428402,-0.0017708227528197768,-0.0014031657726662921,-0.0010654086347710939,-0.00842012177621683,-0.009368391348485319
operational_scope=unknown,-0.0004474494517340432,-0.0006055789033640607,0.0074459052028696855,-0.0012181609257272965,-0.007077014937845238,0.0004697816108910687
