,template_is_custom,template_is_templated,template=custom,template=unknown
external_integration_scope=calendar_integration,0.007773843876936706,,0.007773843876936706,-0.007773843876936705
external_integration_scope=clickup_only,-0.015438882058076659,,-0.015438882058076659,0.015438882058076751
external_integration_scope=email_integration,0.003396445501269639,,0.003396445501269639,-0.0033964455012696813
external_integration_scope=multiple_external_systems,0.009536431181893608,,0.009536431181893608,-0.00953643118189358
external_integration_scope=unknown,-0.008773597393935345,,-0.008773597393935345,0.00877359739393538
external_integration_scope=web_research_integration,0.011972915153545781,,0.011972915153545781,-0.011972915153545743
