,implied_end_date=false,implied_end_date=true,implied_end_date=unknown
template_is_custom,0.012533220194827877,-0.009179092320295625,-0.01726452964209849
template_is_templated,,,
template=custom,0.012533220194827877,-0.009179092320295625,-0.01726452964209849
template=unknown,-0.012533220194827966,0.009179092320295724,0.017264529642098483
