,create_document_page,create_google_calendar_event,create_list,create_subtask,create_task,delete_memory
operational_scope=branching_workflow,-0.029929891095179444,0.00036807032159174614,-0.008669756731643694,-0.004851305897413318,-0.026134603938637806,-0.004096928471171126
operational_scope=multi_workflow_orchestration,0.0034033939430695654,0.019279474126716108,0.013326867304244748,0.027990648387415086,0.03113225277087374,0.0024345938526269687
operational_scope=sequential_workflow,0.03126601030841122,-0.012170152319814049,0.001186953430417312,-0.011414100650632758,0.009931556665437005,0.0008878964242159572
operational_scope=single_action,-0.006374826664576547,-0.0020451740805508822,-0.0021838977429795223,-0.005699421908019387,-0.00947697493613057,0.013715153020921526
operational_scope=unknown,-0.003557896476770979,-0.002148977413795939,-0.00034711533906470497,-0.0038356425599960203,-0.0029288234980712666,-0.0004815264215537309
