,rename_memory,retrieve_activity,retrieve_chat_messages,retrieve_personal_priorities,retrieve_tasks_by_filters,search_clickup_help_center
output_modality=email_external_message,-0.0005286398923094235,0.011047658742560574,-0.003719004820724026,-0.0028663030762240056,0.024101221365438078,-0.0039214590405916685
output_modality=messages,-0.0030744578331236717,0.17053524957945865,0.016433478556059884,0.12792741134107538,0.21605620831697978,-0.0031922971541373125
output_modality=structured_document,-0.0017806790571102914,-0.046866324325006294,0.007813838719747383,-0.06011857560707983,-0.11132642513898232,-0.00417663808729892
output_modality=task_artifact,-0.0018773825465817544,-0.08538560123330474,-0.026836519126386495,-0.054243126813362,-0.007289327355288225,-0.0020942000453768633
output_modality=unknown,0.023435159754923635,-0.019620781807484687,-0.006549619803522735,-0.010018360441004346,-0.02790112109776153,0.0028418852904051215
output_modality=visual_image,0.0006488734194010379,-0.10217260284013163,0.001413212182971909,-0.058837460214746416,-0.1908641102292867,0.011932804910217875
