,tone_and_persona=casual_friendly,tone_and_persona=empathetic_supportive,tone_and_persona=professional_formal,tone_and_persona=technical_precise,tone_and_persona=unknown
output_modality=email_external_message,-0.03604261647254715,-0.026203260724774028,0.06307674624991631,-0.021747305232669257,-0.009614272368196215
output_modality=messages,-0.04308363360369604,0.032998153607769795,0.04747183550622334,-0.03174185787148311,-0.0487518724233317
output_modality=structured_document,-0.09567096400700831,0.04160631248660003,0.04068404985227635,0.04234549981759002,0.00751508758031001
output_modality=task_artifact,-0.027266678030923495,-0.03588444196515193,0.030092971167633344,0.02357291200795824,0.023961019663222727
output_modality=unknown,-0.020430027325131727,-0.006042251455710564,-0.02182037203748759,0.03576528363040012,0.11155419333502084
output_modality=visual_image,0.2158697776476653,-0.04075209087292208,-0.1622707649572709,-0.029371205953468673,0.0017410035182875458
