,edit_image,find_similar_assets,find_stale_tasks,follow_up_cursor_agent,generate_image,generate_project_summary
output_modality=email_external_message,-0.01391604925059361,-0.002135832184200118,-0.004729954422803953,-0.000813980881321705,-0.0176356503857354,0.00024007385838736067
output_modality=messages,-0.10105442771059094,0.009088742120515728,0.10402640203539042,0.006505269476196368,-0.13487229716138557,0.08417001350891276
output_modality=structured_document,-0.04752519463536172,-0.003741982571549937,-0.04535960954795269,-0.0028005585376215977,-0.01370160655570117,-0.024219620949706137
output_modality=task_artifact,-0.04987267161624555,-0.0011204609287171923,-0.043297158932776386,-0.0030736547048366434,-0.053012045686273095,-0.04067376663489984
output_modality=unknown,-0.011638108415873379,-0.0018185731049318267,-0.013577932840628812,-0.0007808561845238789,-0.012596199511557136,-0.005904011647557174
output_modality=visual_image,0.2647114664112175,-0.006755325616189726,-0.049772381912972695,-0.002574502781331837,0.28382658675847056,-0.050365643304679374
