,output_modality=email_external_message,output_modality=messages,output_modality=structured_document,output_modality=task_artifact,output_modality=unknown,output_modality=visual_image
external_integration_scope=calendar_integration,-0.016119864723070636,0.05708307100761219,-0.041819323693467914,0.009451460721068283,0.03648648868565217,-0.05716052154525181
external_integration_scope=clickup_only,-0.2642520081926548,0.006392971365137265,-0.040342016637891644,0.01542048171066628,-0.07709657773373754,0.1374798033506206
external_integration_scope=email_integration,0.5973380479689977,-0.06421140993388026,-0.04961931203943026,-0.0009604642677043309,-0.014646163724909608,-0.06107632351909935
external_integration_scope=multiple_external_systems,0.13401905193965796,0.026064462943667092,-0.01998246617249772,-0.020275126422738505,0.055561899492755515,-0.06155492220154656
external_integration_scope=unknown,-0.002503479958412346,-0.0008716310805902771,-0.010455976295591618,-0.023750236992193776,0.20860413656474475,-0.0318216376721354
external_integration_scope=web_research_integration,-0.03960626490197061,-0.016471498610911506,0.11398362888035206,-0.005232213874733391,-0.007508118604238595,-0.07405445197264073
