,update_chat_message,update_comment,update_document,update_google_calendar_event,update_task,view_tools_catalog
output_modality=email_external_message,-0.0013146100642893272,-0.0002853561270685583,-0.007460841791831846,0.0025888095327566423,-0.0132025399220421,0.2310993681976483
output_modality=messages,0.007812167723099622,0.016379549816722228,-0.08639331889531275,0.010621471283793208,-0.012443550238940422,-0.011190133638292146
output_modality=structured_document,-0.00413201450717619,-0.00813117712466078,0.21405970468901095,-0.008925294556857843,-0.06378058921666592,-0.003934202213677987
output_modality=task_artifact,-0.0019945748383244635,-0.0006109929811148214,-0.04348875892862139,-0.001203268730571482,0.1553321419146016,0.0072564468283677925
output_modality=unknown,-0.0006386326356670094,-0.0005804253102313,-0.005161201606582522,0.016291012280837184,-0.005545255133513498,0.023737206391979956
output_modality=visual_image,-0.0041745623732697456,-0.014502253787814265,-0.04644301857619602,-0.011357909487721458,-0.08281472085430364,-0.07871088126699265
