,generate_project_update,generate_stand_up,get_cursor_agent,gmail_create_draft,gmail_fetch_drafts,launch_cursor_agent
output_modality=email_external_message,0.010518572368230221,0.0036382487245357276,-0.0007585511477807085,0.2724330160650698,0.0769298999211857,-0.0010210722692652935
output_modality=messages,0.0725052340391497,0.06595055653905875,0.006062279521576769,-0.02765178483221149,-0.003214172553314973,0.008160327126426892
output_modality=structured_document,-0.021241849500515567,-0.01755904493616603,-0.0026098486363592055,-0.01716607092150023,-0.00940712979164531,-0.003513071039919694
output_modality=task_artifact,-0.03930341951980947,-0.03696109178336376,-0.0028643477478851806,-0.014932489369704028,-0.002039970518185727,-0.003855647787831999
output_modality=unknown,-0.010607214559401171,-0.008879684668534157,-0.0007276821466131637,-0.002457553205529464,0.00037884548721817346,-0.000979520053354331
output_modality=visual_image,-0.03996080025821651,-0.034987486446242964,-0.00239918662041898,-0.021141944339470038,-0.010725698905035356,-0.0032295026302041137
