,execution_dataset=collection_scoped,execution_dataset=collection_unbounded,execution_dataset=single_asset_from_user,execution_dataset=single_event_data,execution_dataset=single_user_prompt,execution_dataset=unknown
operational_scope=branching_workflow,-0.013901727695337396,0.03659061553078138,-0.15498245610603809,0.13303135594326934,-0.022539681724945224,-0.06887379947012678
operational_scope=multi_workflow_orchestration,0.22846139055489456,0.03834138434247428,-0.10092220500163172,-0.0793110257069917,-0.12328484446645696,0.05400236325854936
operational_scope=sequential_workflow,-0.1224858594493579,-0.05929527487166016,0.2235654161981497,-0.08612137126407315,0.09921831512480134,-0.018170942211068856
operational_scope=single_action,-0.037992975679069285,-0.02200728962665428,0.05687188617399882,-0.028269814691225394,0.03735834809918246,0.03395053211933357
operational_scope=unknown,-0.026372788547908133,-0.013140042477843096,-0.011656028182391618,-0.024137964765841468,-0.021489571046740978,0.5715681114762542
