,functional_archetype=analyzer,functional_archetype=communicator,functional_archetype=creator,functional_archetype=enforcer,functional_archetype=monitor,functional_archetype=organizer,functional_archetype=unknown
team_orientation=individual,0.017216698374031003,-0.08018654659456977,0.1179645108325168,-0.035389760413563245,-0.13312855472750001,0.021428333451295026,-0.13361104509762034
team_orientation=larger_team,-0.016515881738628353,0.08366496893264096,-0.09018315561151358,0.013014717068386925,0.12582702583127217,-0.029112036395767298,-0.003996395362097945
team_orientation=small_team,-0.008805742130332563,0.04696498715349178,-0.09379440323473014,0.031869770286330916,0.08860047885579293,0.0066593915768208825,-0.0033757822788605973
team_orientation=unknown,-0.0026180585707955123,-0.012091262704791408,0.015273920824866359,0.01118958317887269,-0.020819980479671474,-0.026761782916315716,0.3993239599580633
