,search_clickup_support_resources,search_google_calendar,search_public_web,search_users_and_teams,search_workspace,todo_write
tone_and_persona=casual_friendly,0.0027120798461136263,0.002265443563341108,-0.030685058826137333,-0.02999307341148354,-0.07034841913081849,-0.12899085751632397
tone_and_persona=empathetic_supportive,0.006710528628392323,0.0007093824203962351,-0.015498095391097788,-0.025230225621217996,-0.03143799455767045,-0.04593214550382273
tone_and_persona=professional_formal,-0.007652833589821823,0.006731465852808837,0.016306981145612538,0.046178736482833486,0.0720631642079114,0.14170604625454583
tone_and_persona=technical_precise,-0.0007196421684121368,-0.01850045137691762,0.04143637322061215,-0.004286937759586481,0.017552995632302747,0.009423128861764614
tone_and_persona=unknown,0.005569271279421226,-4.942286636803909e-05,0.004888084709257787,-0.001724946323210407,0.017970853518230825,0.01042689141803062
