,template_is_custom,template_is_templated,template=custom,template=unknown
team_orientation=individual,0.0010778431864761472,,0.0010778431864761472,-0.0010778431864761125
team_orientation=larger_team,0.006246726147871073,,0.006246726147871073,-0.006246726147871145
team_orientation=small_team,0.006741671247412741,,0.006741671247412741,-0.0067416712474127095
team_orientation=unknown,-0.028254837148197536,,-0.028254837148197536,0.028254837148197577
