,operational_scope=branching_workflow,operational_scope=multi_workflow_orchestration,operational_scope=sequential_workflow,operational_scope=single_action,operational_scope=unknown
state_persistence=state_accumulating,-0.04992703324753441,0.146429849237535,-0.035415727118054234,-0.020745757421428607,-0.01185197088758101
state_persistence=state_referencing,0.03770072067062858,0.01981216103494833,-0.050676124989585396,-0.013637871397662111,-0.0049592507055925324
state_persistence=stateless,-0.022549133984703526,-0.016892579246812364,0.03267126304092666,0.017316757953886583,-0.002375527787044694
state_persistence=unknown,0.02069703358959822,-0.13116365480753894,0.05661269349825005,0.023262647404870544,0.01328940528776029
