,template_is_custom,template_is_templated,template=custom,template=unknown
domain_knowledge_depth=deep,0.005797537769464948,,0.005797537769464948,-0.0057975377694650145
domain_knowledge_depth=light,0.009332320383674928,,0.009332320383674928,-0.009332320383674878
domain_knowledge_depth=moderate,-0.007558251989966319,,-0.007558251989966319,0.007558251989966391
domain_knowledge_depth=none,-0.007176679556334226,,-0.007176679556334226,0.007176679556334277
domain_knowledge_depth=unknown,-0.008586312201277103,,-0.008586312201277103,0.00858631220127713
